# Renewables.ninja Solar PV (Point API) - 35.702, 51.351 - Version: 1.1 (using GSEE v0.3.1) - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.060
# Units: time in UTC, local_time in Asia/Tehran, electricity in kW, irradiance_direct in kW/m², irradiance_diffuse in kW/m², temperature in ºC
# {"units": {"time": "UTC", "local_time": "Asia/Tehran", "electricity": "kW", "irradiance_direct": "kW/m\u00b2", "irradiance_diffuse": "kW/m\u00b2", "temperature": "\u00baC"}, "params": {"local_time": true, "header": true, "lat": "35.7019", "lon": "51.3514", "date_from": "2019-01-01", "date_to": "2019-12-31", "dataset": "merra2", "capacity": "12", "system_loss": "0.1", "tracking": "0", "tilt": "35", "azim": "180", "raw": true}}
time,local_time,electricity,irradiance_direct,irradiance_diffuse,temperature
2019-04-14 17:00,2019-04-14 21:30,0,0,0,6.359
2019-04-14 18:00,2019-04-14 22:30,0,0,0,5.578
2019-04-14 19:00,2019-04-14 23:30,0,0,0,5.002
2019-04-14 20:00,2019-04-15 00:30,0,0,0,4.584
2019-04-14 21:00,2019-04-15 01:30,0,0,0,4.352
2019-04-14 22:00,2019-04-15 02:30,0,0,0,4.195
2019-04-14 23:00,2019-04-15 03:30,0,0,0,4.090
2019-04-15 00:00,2019-04-15 04:30,0,0,0,4.334
2019-04-15 01:00,2019-04-15 05:30,0,0,0,4.881
2019-04-15 02:00,2019-04-15 06:30,0.142,0,0.024,5.923
2019-04-15 03:00,2019-04-15 07:30,2.388,0.174,0.053,9.376
2019-04-15 04:00,2019-04-15 08:30,5.215,0.438,0.061,12.631
2019-04-15 05:00,2019-04-15 09:30,7.415,0.670,0.071,15.238
2019-04-15 06:00,2019-04-15 10:30,8.878,0.843,0.082,17.150
2019-04-15 07:00,2019-04-15 11:30,9.794,0.965,0.087,18.472
2019-04-15 08:00,2019-04-15 12:30,10.083,1.008,0.090,19.330
2019-04-15 09:00,2019-04-15 13:30,9.762,0.966,0.091,19.819
2019-04-15 10:00,2019-04-15 14:30,8.641,0.814,0.096,19.896
2019-04-15 11:00,2019-04-15 15:30,7.172,0.642,0.090,19.685
2019-04-15 12:00,2019-04-15 16:30,5.086,0.421,0.081,19.063
2019-04-15 13:00,2019-04-15 17:30,2.557,0.182,0.070,17.759
2019-04-15 14:00,2019-04-15 18:30,0.360,0.007,0.040,14.015
2019-04-15 15:00,2019-04-15 19:30,0,0,0,11.358
2019-04-15 16:00,2019-04-15 20:30,0,0,0,10.636
2019-04-15 17:00,2019-04-15 21:30,0,0,0,10.203
2019-04-15 18:00,2019-04-15 22:30,0,0,0,10.116
2019-04-15 19:00,2019-04-15 23:30,0,0,0,10.021
2019-04-15 20:00,2019-04-16 00:30,0,0,0,9.693
2019-04-15 21:00,2019-04-16 01:30,0,0,0,9.479
2019-04-15 22:00,2019-04-16 02:30,0,0,0,9.374
2019-04-15 23:00,2019-04-16 03:30,0,0,0,9.129
2019-04-16 00:00,2019-04-16 04:30,0,0,0,8.627
2019-04-16 01:00,2019-04-16 05:30,0,0,0,8.086
2019-04-16 02:00,2019-04-16 06:30,0.189,0,0.029,8.312
2019-04-16 03:00,2019-04-16 07:30,2.296,0.151,0.070,11.480
2019-04-16 04:00,2019-04-16 08:30,4.965,0.399,0.080,14.889
2019-04-16 05:00,2019-04-16 09:30,7.191,0.634,0.089,17.155
2019-04-16 06:00,2019-04-16 10:30,8.775,0.823,0.096,18.550
2019-04-16 07:00,2019-04-16 11:30,9.676,0.940,0.103,19.619
2019-04-16 08:00,2019-04-16 12:30,9.650,0.919,0.125,20.278
2019-04-16 09:00,2019-04-16 13:30,7.894,0.600,0.218,20.130
2019-04-16 10:00,2019-04-16 14:30,4.704,0.159,0.304,19.128
2019-04-16 11:00,2019-04-16 15:30,3.028,0.055,0.242,18.037
2019-04-16 12:00,2019-04-16 16:30,2.339,0.043,0.188,16.898
2019-04-16 13:00,2019-04-16 17:30,1.642,0.039,0.127,15.522
2019-04-16 14:00,2019-04-16 18:30,0.374,0.002,0.046,12.794
2019-04-16 15:00,2019-04-16 19:30,0,0,0,10.570
2019-04-16 16:00,2019-04-16 20:30,0,0,0,10.439
2019-04-16 17:00,2019-04-16 21:30,0,0,0,9.906
2019-04-16 18:00,2019-04-16 22:30,0,0,0,9.231
2019-04-16 19:00,2019-04-16 23:30,0,0,0,8.901
2019-04-16 20:00,2019-04-17 00:30,0,0,0,9.258
2019-04-16 21:00,2019-04-17 01:30,0,0,0,9.189
2019-04-16 22:00,2019-04-17 02:30,0,0,0,8.975
2019-04-16 23:00,2019-04-17 03:30,0,0,0,8.651
2019-04-17 00:00,2019-04-17 04:30,0,0,0,8.736
2019-04-17 01:00,2019-04-17 05:30,0,0,0,9.440
2019-04-17 02:00,2019-04-17 06:30,0.121,0,0.022,9.976
2019-04-17 03:00,2019-04-17 07:30,1.268,0.021,0.108,11.387
2019-04-17 04:00,2019-04-17 08:30,3.225,0.127,0.181,13.736
2019-04-17 05:00,2019-04-17 09:30,5.701,0.375,0.181,15.671
2019-04-17 06:00,2019-04-17 10:30,8.066,0.683,0.144,17.386
2019-04-17 07:00,2019-04-17 11:30,8.455,0.707,0.172,18.480
2019-04-17 08:00,2019-04-17 12:30,8.872,0.766,0.171,19.466
2019-04-17 09:00,2019-04-17 13:30,8.762,0.767,0.162,20.523
2019-04-17 10:00,2019-04-17 14:30,7.391,0.580,0.183,21.077
2019-04-17 11:00,2019-04-17 15:30,6.185,0.463,0.162,21.207
2019-04-17 12:00,2019-04-17 16:30,4.605,0.328,0.129,20.777
2019-04-17 13:00,2019-04-17 17:30,2.144,0.098,0.117,19.357
2019-04-17 14:00,2019-04-17 18:30,0.328,0.001,0.043,16.443
2019-04-17 15:00,2019-04-17 19:30,0,0,0,13.562
2019-04-17 16:00,2019-04-17 20:30,0,0,0,12.226
2019-04-17 17:00,2019-04-17 21:30,0,0,0,11.196
2019-04-17 18:00,2019-04-17 22:30,0,0,0,10.479
2019-04-17 19:00,2019-04-17 23:30,0,0,0,10.033
2019-04-17 20:00,2019-04-18 00:30,0,0,0,9.742
2019-04-17 21:00,2019-04-18 01:30,0,0,0,9.683
2019-04-17 22:00,2019-04-18 02:30,0,0,0,9.704
2019-04-17 23:00,2019-04-18 03:30,0,0,0,9.652
2019-04-18 00:00,2019-04-18 04:30,0,0,0,9.380
2019-04-18 01:00,2019-04-18 05:30,0,0,0,9.117
2019-04-18 02:00,2019-04-18 06:30,0.228,0,0.033,9.168
2019-04-18 03:00,2019-04-18 07:30,1.513,0.036,0.116,11.451
2019-04-18 04:00,2019-04-18 08:30,3.342,0.125,0.195,13.505
2019-04-18 05:00,2019-04-18 09:30,2.587,0.035,0.214,13.046
2019-04-18 06:00,2019-04-18 10:30,3.983,0.083,0.296,12.924
2019-04-18 07:00,2019-04-18 11:30,6.400,0.306,0.317,13.610
2019-04-18 08:00,2019-04-18 12:30,8.914,0.721,0.196,15.005
2019-04-18 09:00,2019-04-18 13:30,9.177,0.805,0.152,16.227
2019-04-18 10:00,2019-04-18 14:30,8.493,0.739,0.137,16.928
2019-04-18 11:00,2019-04-18 15:30,6.517,0.490,0.157,16.828
2019-04-18 12:00,2019-04-18 16:30,4.133,0.233,0.167,16.206
2019-04-18 13:00,2019-04-18 17:30,2.089,0.082,0.125,15.299
2019-04-18 14:00,2019-04-18 18:30,0.433,0.003,0.051,13.356
2019-04-18 15:00,2019-04-18 19:30,0,0,0,11.212
2019-04-18 16:00,2019-04-18 20:30,0,0,0,10.358
2019-04-18 17:00,2019-04-18 21:30,0,0,0,9.516
2019-04-18 18:00,2019-04-18 22:30,0,0,0,8.425
2019-04-18 19:00,2019-04-18 23:30,0,0,0,7.456
2019-04-18 20:00,2019-04-19 00:30,0,0,0,7.104
2019-04-18 21:00,2019-04-19 01:30,0,0,0,6.530
2019-04-18 22:00,2019-04-19 02:30,0,0,0,6.398
2019-04-18 23:00,2019-04-19 03:30,0,0,0,6.637
2019-04-19 00:00,2019-04-19 04:30,0,0,0,6.740
2019-04-19 01:00,2019-04-19 05:30,0,0,0,6.478
2019-04-19 02:00,2019-04-19 06:30,0.035,0,0.011,5.938
2019-04-19 03:00,2019-04-19 07:30,0.995,0.009,0.094,6.958
2019-04-19 04:00,2019-04-19 08:30,3.128,0.103,0.191,8.918
2019-04-19 05:00,2019-04-19 09:30,5.784,0.362,0.190,11.055
2019-04-19 06:00,2019-04-19 10:30,8.062,0.652,0.153,12.854
2019-04-19 07:00,2019-04-19 11:30,9.286,0.819,0.141,14.216
2019-04-19 08:00,2019-04-19 12:30,9.429,0.834,0.149,15.215
2019-04-19 09:00,2019-04-19 13:30,9.236,0.820,0.143,15.996
2019-04-19 10:00,2019-04-19 14:30,8.597,0.761,0.126,16.605
2019-04-19 11:00,2019-04-19 15:30,7.148,0.603,0.115,16.856
2019-04-19 12:00,2019-04-19 16:30,5.053,0.388,0.105,16.617
2019-04-19 13:00,2019-04-19 17:30,2.568,0.160,0.091,15.736
2019-04-19 14:00,2019-04-19 18:30,0.445,0.004,0.051,12.973
2019-04-19 15:00,2019-04-19 19:30,0,0,0,9.891
2019-04-19 16:00,2019-04-19 20:30,0,0,0,8.936
2019-04-19 17:00,2019-04-19 21:30,0,0,0,8.258
2019-04-19 18:00,2019-04-19 22:30,0,0,0,7.695
2019-04-19 19:00,2019-04-19 23:30,0,0,0,7.137
2019-04-19 20:00,2019-04-20 00:30,0,0,0,6.570
2019-04-19 21:00,2019-04-20 01:30,0,0,0,6.033
2019-04-19 22:00,2019-04-20 02:30,0,0,0,5.599
2019-04-19 23:00,2019-04-20 03:30,0,0,0,5.272
2019-04-20 00:00,2019-04-20 04:30,0,0,0,4.997
2019-04-20 01:00,2019-04-20 05:30,0,0,0,4.784
2019-04-20 02:00,2019-04-20 06:30,0.274,0,0.037,5.612
2019-04-20 03:00,2019-04-20 07:30,2.142,0.116,0.089,8.300
2019-04-20 04:00,2019-04-20 08:30,4.640,0.328,0.108,9.815
2019-04-20 05:00,2019-04-20 09:30,6.602,0.506,0.130,10.774
2019-04-20 06:00,2019-04-20 10:30,7.913,0.627,0.155,11.455
2019-04-20 07:00,2019-04-20 11:30,8.568,0.682,0.178,12.021
2019-04-20 08:00,2019-04-20 12:30,8.747,0.693,0.190,12.395
2019-04-20 09:00,2019-04-20 13:30,8.656,0.694,0.180,12.745
2019-04-20 10:00,2019-04-20 14:30,7.846,0.609,0.171,12.870
2019-04-20 11:00,2019-04-20 15:30,6.515,0.478,0.154,12.670
2019-04-20 12:00,2019-04-20 16:30,4.647,0.310,0.131,12.156
2019-04-20 13:00,2019-04-20 17:30,2.508,0.144,0.096,11.305
2019-04-20 14:00,2019-04-20 18:30,0.452,0.006,0.049,9.127
2019-04-20 15:00,2019-04-20 19:30,0,0,0,6.097
2019-04-20 16:00,2019-04-20 20:30,0,0,0,5.248
2019-04-20 17:00,2019-04-20 21:30,0,0,0,4.518
2019-04-20 18:00,2019-04-20 22:30,0,0,0,3.883
2019-04-20 19:00,2019-04-20 23:30,0,0,0,3.352
2019-04-20 20:00,2019-04-21 00:30,0,0,0,2.884
2019-04-20 21:00,2019-04-21 01:30,0,0,0,2.640
2019-04-20 22:00,2019-04-21 02:30,0,0,0,2.808
2019-04-20 23:00,2019-04-21 03:30,0,0,0,2.855
2019-04-21 00:00,2019-04-21 04:30,0,0,0,2.796
2019-04-21 01:00,2019-04-21 05:30,0,0,0,2.739
2019-04-21 02:00,2019-04-21 06:30,0.214,0,0.031,3.772
2019-04-21 03:00,2019-04-21 07:30,2.548,0.187,0.052,7.220
2019-04-21 04:00,2019-04-21 08:30,5.311,0.436,0.064,9.326
2019-04-21 05:00,2019-04-21 09:30,7.542,0.663,0.075,10.956
2019-04-21 06:00,2019-04-21 10:30,9.065,0.834,0.085,12.067
2019-04-21 07:00,2019-04-21 11:30,9.951,0.942,0.094,12.869
2019-04-21 08:00,2019-04-21 12:30,10.044,0.946,0.105,13.299
2019-04-21 09:00,2019-04-21 13:30,9.745,0.908,0.106,13.625
2019-04-21 10:00,2019-04-21 14:30,8.751,0.785,0.106,13.787
2019-04-21 11:00,2019-04-21 15:30,7.195,0.609,0.101,13.708
2019-04-21 12:00,2019-04-21 16:30,5.134,0.402,0.090,13.401
2019-04-21 13:00,2019-04-21 17:30,2.680,0.184,0.073,12.732
2019-04-21 14:00,2019-04-21 18:30,0.415,0.007,0.045,10.630
2019-04-21 15:00,2019-04-21 19:30,0,0,0.001,8.110
2019-04-21 16:00,2019-04-21 20:30,0,0,0,7.209
2019-04-21 17:00,2019-04-21 21:30,0,0,0,6.683
2019-04-21 18:00,2019-04-21 22:30,0,0,0,6.059
2019-04-21 19:00,2019-04-21 23:30,0,0,0,5.413
2019-04-21 20:00,2019-04-22 00:30,0,0,0,5.027
2019-04-21 21:00,2019-04-22 01:30,0,0,0,5.027
2019-04-21 22:00,2019-04-22 02:30,0,0,0,4.953
2019-04-21 23:00,2019-04-22 03:30,0,0,0,4.790
2019-04-22 00:00,2019-04-22 04:30,0,0,0,4.707
2019-04-22 01:00,2019-04-22 05:30,0,0,0,4.501
2019-04-22 02:00,2019-04-22 06:30,0.355,0,0.045,5.387
2019-04-22 03:00,2019-04-22 07:30,1.037,0.008,0.098,6.273
2019-04-22 04:00,2019-04-22 08:30,1.740,0.013,0.154,6.112
2019-04-22 05:00,2019-04-22 09:30,2.583,0.024,0.217,5.940
2019-04-22 06:00,2019-04-22 10:30,3.853,0.056,0.299,6.445
2019-04-22 07:00,2019-04-22 11:30,5.490,0.149,0.364,7.647
2019-04-22 08:00,2019-04-22 12:30,6.509,0.255,0.366,9.414
2019-04-22 09:00,2019-04-22 13:30,6.826,0.316,0.344,11.021
2019-04-22 10:00,2019-04-22 14:30,5.503,0.193,0.330,11.202
2019-04-22 11:00,2019-04-22 15:30,4.565,0.153,0.279,11.528
2019-04-22 12:00,2019-04-22 16:30,4.305,0.224,0.185,12.549
2019-04-22 13:00,2019-04-22 17:30,2.583,0.135,0.113,12.322
2019-04-22 14:00,2019-04-22 18:30,0.522,0.004,0.058,9.861
2019-04-22 15:00,2019-04-22 19:30,0,0,0.001,6.302
2019-04-22 16:00,2019-04-22 20:30,0,0,0,5.172
2019-04-22 17:00,2019-04-22 21:30,0,0,0,4.166
2019-04-22 18:00,2019-04-22 22:30,0,0,0,3.325
2019-04-22 19:00,2019-04-22 23:30,0,0,0,2.469
2019-04-22 20:00,2019-04-23 00:30,0,0,0,1.633
2019-04-22 21:00,2019-04-23 01:30,0,0,0,1.205
2019-04-22 22:00,2019-04-23 02:30,0,0,0,1.023
2019-04-22 23:00,2019-04-23 03:30,0,0,0,0.726
2019-04-23 00:00,2019-04-23 04:30,0,0,0,0.453
2019-04-23 01:00,2019-04-23 05:30,0,0,0,0.178
2019-04-23 02:00,2019-04-23 06:30,0.299,0,0.039,1.043
2019-04-23 03:00,2019-04-23 07:30,2.499,0.159,0.073,4.020
2019-04-23 04:00,2019-04-23 08:30,4.876,0.347,0.103,5.937
2019-04-23 05:00,2019-04-23 09:30,6.739,0.503,0.135,7.163
2019-04-23 06:00,2019-04-23 10:30,7.963,0.605,0.168,8.161
2019-04-23 07:00,2019-04-23 11:30,8.273,0.596,0.215,8.830
2019-04-23 08:00,2019-04-23 12:30,8.020,0.528,0.256,9.148
2019-04-23 09:00,2019-04-23 13:30,7.626,0.476,0.264,9.322
2019-04-23 10:00,2019-04-23 14:30,6.882,0.407,0.252,9.193
2019-04-23 11:00,2019-04-23 15:30,5.435,0.273,0.238,8.594
2019-04-23 12:00,2019-04-23 16:30,3.647,0.137,0.201,7.527
2019-04-23 13:00,2019-04-23 17:30,1.938,0.050,0.135,6.128
2019-04-23 14:00,2019-04-23 18:30,0.495,0.002,0.056,4.267
2019-04-23 15:00,2019-04-23 19:30,0,0,0.001,1.660
2019-04-23 16:00,2019-04-23 20:30,0,0,0,0.100
2019-04-23 17:00,2019-04-23 21:30,0,0,0,-0.984
2019-04-23 18:00,2019-04-23 22:30,0,0,0,-1.709
2019-04-23 19:00,2019-04-23 23:30,0,0,0,-2.210
2019-04-23 20:00,2019-04-24 00:30,0,0,0,-2.600
2019-04-23 21:00,2019-04-24 01:30,0,0,0,-2.839
2019-04-23 22:00,2019-04-24 02:30,0,0,0,-3.000
2019-04-23 23:00,2019-04-24 03:30,0,0,0,-3.176
2019-04-24 00:00,2019-04-24 04:30,0,0,0,-3.306
2019-04-24 01:00,2019-04-24 05:30,0,0,0,-3.443
2019-04-24 02:00,2019-04-24 06:30,0.266,0,0.035,-2.292
2019-04-24 03:00,2019-04-24 07:30,2.652,0.187,0.055,1.119
2019-04-24 04:00,2019-04-24 08:30,5.496,0.441,0.064,4.350
2019-04-24 05:00,2019-04-24 09:30,7.789,0.673,0.074,6.677
2019-04-24 06:00,2019-04-24 10:30,9.373,0.851,0.084,8.102
2019-04-24 07:00,2019-04-24 11:30,10.039,0.923,0.100,9.026
2019-04-24 08:00,2019-04-24 12:30,10.002,0.903,0.118,9.558
2019-04-24 09:00,2019-04-24 13:30,9.392,0.811,0.135,9.746
2019-04-24 10:00,2019-04-24 14:30,7.985,0.622,0.159,9.571
2019-04-24 11:00,2019-04-24 15:30,6.462,0.459,0.157,9.255
2019-04-24 12:00,2019-04-24 16:30,4.514,0.281,0.141,8.756
2019-04-24 13:00,2019-04-24 17:30,2.394,0.120,0.107,8.020
2019-04-24 14:00,2019-04-24 18:30,0.489,0.004,0.053,6.439
2019-04-24 15:00,2019-04-24 19:30,0,0,0.001,3.942
2019-04-24 16:00,2019-04-24 20:30,0,0,0,2.625
2019-04-24 17:00,2019-04-24 21:30,0,0,0,1.469
2019-04-24 18:00,2019-04-24 22:30,0,0,0,0.663
2019-04-24 19:00,2019-04-24 23:30,0,0,0,0.258
2019-04-24 20:00,2019-04-25 00:30,0,0,0,0.098
2019-04-24 21:00,2019-04-25 01:30,0,0,0,0.038
2019-04-24 22:00,2019-04-25 02:30,0,0,0,0.023
2019-04-24 23:00,2019-04-25 03:30,0,0,0,-0.033
2019-04-25 00:00,2019-04-25 04:30,0,0,0,-0.159
2019-04-25 01:00,2019-04-25 05:30,0,0,0,-0.277
2019-04-25 02:00,2019-04-25 06:30,0.318,0,0.041,0.525
2019-04-25 03:00,2019-04-25 07:30,2.532,0.163,0.072,3.505
2019-04-25 04:00,2019-04-25 08:30,5.118,0.379,0.092,5.009
2019-04-25 05:00,2019-04-25 09:30,6.944,0.532,0.124,6.287
2019-04-25 06:00,2019-04-25 10:30,8.110,0.628,0.158,7.442
2019-04-25 07:00,2019-04-25 11:30,8.757,0.680,0.184,8.455
2019-04-25 08:00,2019-04-25 12:30,8.706,0.653,0.209,9.247
2019-04-25 09:00,2019-04-25 13:30,8.455,0.625,0.211,9.838
2019-04-25 10:00,2019-04-25 14:30,7.241,0.475,0.225,10
2019-04-25 11:00,2019-04-25 15:30,5.738,0.322,0.222,9.889
2019-04-25 12:00,2019-04-25 16:30,3.607,0.134,0.204,9.393
2019-04-25 13:00,2019-04-25 17:30,1.692,0.030,0.135,8.631
2019-04-25 14:00,2019-04-25 18:30,0.380,0.001,0.047,7.457
2019-04-25 15:00,2019-04-25 19:30,0,0,0.001,5.966
2019-04-25 16:00,2019-04-25 20:30,0,0,0,5.352
2019-04-25 17:00,2019-04-25 21:30,0,0,0,4.881
2019-04-25 18:00,2019-04-25 22:30,0,0,0,4.478
2019-04-25 19:00,2019-04-25 23:30,0,0,0,4.115
2019-04-25 20:00,2019-04-26 00:30,0,0,0,3.782
2019-04-25 21:00,2019-04-26 01:30,0,0,0,3.441
2019-04-25 22:00,2019-04-26 02:30,0,0,0,3.160
2019-04-25 23:00,2019-04-26 03:30,0,0,0,2.916
2019-04-26 00:00,2019-04-26 04:30,0,0,0,2.577
2019-04-26 01:00,2019-04-26 05:30,0,0,0,2.204
2019-04-26 02:00,2019-04-26 06:30,0.360,0,0.045,2.637
2019-04-26 03:00,2019-04-26 07:30,2.306,0.124,0.092,4.938
2019-04-26 04:00,2019-04-26 08:30,4.544,0.297,0.123,6.542
2019-04-26 05:00,2019-04-26 09:30,6.387,0.450,0.154,7.883
2019-04-26 06:00,2019-04-26 10:30,7.349,0.512,0.197,8.954
2019-04-26 07:00,2019-04-26 11:30,8.204,0.597,0.211,9.951
2019-04-26 08:00,2019-04-26 12:30,8.557,0.642,0.210,10.737
2019-04-26 09:00,2019-04-26 13:30,8.646,0.679,0.187,11.415
2019-04-26 10:00,2019-04-26 14:30,7.916,0.612,0.171,11.770
2019-04-26 11:00,2019-04-26 15:30,6.763,0.511,0.145,11.750
2019-04-26 12:00,2019-04-26 16:30,4.794,0.324,0.130,11.279
2019-04-26 13:00,2019-04-26 17:30,2.421,0.118,0.113,10.365
2019-04-26 14:00,2019-04-26 18:30,0.526,0.003,0.059,8.856
2019-04-26 15:00,2019-04-26 19:30,0,0,0.002,7.154
2019-04-26 16:00,2019-04-26 20:30,0,0,0,6.424
2019-04-26 17:00,2019-04-26 21:30,0,0,0,5.606
2019-04-26 18:00,2019-04-26 22:30,0,0,0,4.813
2019-04-26 19:00,2019-04-26 23:30,0,0,0,4.207
2019-04-26 20:00,2019-04-27 00:30,0,0,0,3.754
2019-04-26 21:00,2019-04-27 01:30,0,0,0,3.675
2019-04-26 22:00,2019-04-27 02:30,0,0,0,3.467
2019-04-26 23:00,2019-04-27 03:30,0,0,0,3.139
2019-04-27 00:00,2019-04-27 04:30,0,0,0,2.924
2019-04-27 01:00,2019-04-27 05:30,0,0,0,2.757
2019-04-27 02:00,2019-04-27 06:30,0.314,0,0.041,3.546
2019-04-27 03:00,2019-04-27 07:30,2.466,0.162,0.070,6.641
2019-04-27 04:00,2019-04-27 08:30,4.967,0.377,0.088,8.719
2019-04-27 05:00,2019-04-27 09:30,6.905,0.557,0.109,10.283
2019-04-27 06:00,2019-04-27 10:30,8.481,0.729,0.118,11.557
2019-04-27 07:00,2019-04-27 11:30,9.232,0.812,0.131,12.580
2019-04-27 08:00,2019-04-27 12:30,9.555,0.855,0.134,13.414
2019-04-27 09:00,2019-04-27 13:30,9.202,0.810,0.137,13.961
2019-04-27 10:00,2019-04-27 14:30,8.211,0.688,0.140,14.180
2019-04-27 11:00,2019-04-27 15:30,6.558,0.498,0.144,14.006
2019-04-27 12:00,2019-04-27 16:30,4.643,0.313,0.131,13.562
2019-04-27 13:00,2019-04-27 17:30,2.359,0.117,0.112,12.726
2019-04-27 14:00,2019-04-27 18:30,0.520,0.003,0.059,11.081
2019-04-27 15:00,2019-04-27 19:30,0,0,0.002,9.286
2019-04-27 16:00,2019-04-27 20:30,0,0,0,8.659
2019-04-27 17:00,2019-04-27 21:30,0,0,0,7.838
2019-04-27 18:00,2019-04-27 22:30,0,0,0,7.028
2019-04-27 19:00,2019-04-27 23:30,0,0,0,6.509
2019-04-27 20:00,2019-04-28 00:30,0,0,0,6.221
2019-04-27 21:00,2019-04-28 01:30,0,0,0,5.854
2019-04-27 22:00,2019-04-28 02:30,0,0,0,5.497
2019-04-27 23:00,2019-04-28 03:30,0,0,0,5.327
2019-04-28 00:00,2019-04-28 04:30,0,0,0,5.483
2019-04-28 01:00,2019-04-28 05:30,0,0,0,5.697
2019-04-28 02:00,2019-04-28 06:30,0.401,0,0.050,6.582
2019-04-28 03:00,2019-04-28 07:30,2.019,0.071,0.124,9.371
2019-04-28 04:00,2019-04-28 08:30,4.054,0.216,0.167,11.550
2019-04-28 05:00,2019-04-28 09:30,6.135,0.414,0.180,13.181
2019-04-28 06:00,2019-04-28 10:30,7.456,0.541,0.201,14.385
2019-04-28 07:00,2019-04-28 11:30,8.142,0.599,0.226,15.260
2019-04-28 08:00,2019-04-28 12:30,7.900,0.527,0.271,15.728
2019-04-28 09:00,2019-04-28 13:30,6.777,0.348,0.324,15.791
2019-04-28 10:00,2019-04-28 14:30,5.369,0.192,0.329,15.583
2019-04-28 11:00,2019-04-28 15:30,3.977,0.097,0.285,15.162
2019-04-28 12:00,2019-04-28 16:30,2.522,0.038,0.207,14.456
2019-04-28 13:00,2019-04-28 17:30,1.304,0.012,0.122,13.430
2019-04-28 14:00,2019-04-28 18:30,0.371,0,0.047,11.542
2019-04-28 15:00,2019-04-28 19:30,0,0,0.002,9.750
2019-04-28 16:00,2019-04-28 20:30,0,0,0,8.991
2019-04-28 17:00,2019-04-28 21:30,0,0,0,8.237
2019-04-28 18:00,2019-04-28 22:30,0,0,0,7.625
2019-04-28 19:00,2019-04-28 23:30,0,0,0,7.209
2019-04-28 20:00,2019-04-29 00:30,0,0,0,6.783
2019-04-28 21:00,2019-04-29 01:30,0,0,0,6.411
2019-04-28 22:00,2019-04-29 02:30,0,0,0,6.187
2019-04-28 23:00,2019-04-29 03:30,0,0,0,5.909
2019-04-29 00:00,2019-04-29 04:30,0,0,0,5.714
2019-04-29 01:00,2019-04-29 05:30,0,0,0,5.608
2019-04-29 02:00,2019-04-29 06:30,0.291,0,0.039,6.779
2019-04-29 03:00,2019-04-29 07:30,2.500,0.179,0.059,10.179
2019-04-29 04:00,2019-04-29 08:30,5.117,0.421,0.069,12.864
2019-04-29 05:00,2019-04-29 09:30,7.304,0.650,0.077,14.953
2019-04-29 06:00,2019-04-29 10:30,8.817,0.830,0.084,16.625
2019-04-29 07:00,2019-04-29 11:30,9.710,0.948,0.089,17.945
2019-04-29 08:00,2019-04-29 12:30,9.961,0.984,0.093,18.877
2019-04-29 09:00,2019-04-29 13:30,9.567,0.931,0.097,19.376
2019-04-29 10:00,2019-04-29 14:30,8.680,0.818,0.095,19.515
2019-04-29 11:00,2019-04-29 15:30,7.173,0.640,0.090,19.324
2019-04-29 12:00,2019-04-29 16:30,5.164,0.429,0.080,18.806
2019-04-29 13:00,2019-04-29 17:30,2.716,0.199,0.067,17.826
2019-04-29 14:00,2019-04-29 18:30,0.428,0.006,0.048,15.168
2019-04-29 15:00,2019-04-29 19:30,0,0,0.003,11.874
2019-04-29 16:00,2019-04-29 20:30,0,0,0,11.216
2019-04-29 17:00,2019-04-29 21:30,0,0,0,10.905
2019-04-29 18:00,2019-04-29 22:30,0,0,0,10.538
2019-04-29 19:00,2019-04-29 23:30,0,0,0,10.374
2019-04-29 20:00,2019-04-30 00:30,0,0,0,10.116
2019-04-29 21:00,2019-04-30 01:30,0,0,0,9.935
2019-04-29 22:00,2019-04-30 02:30,0,0,0,9.610
2019-04-29 23:00,2019-04-30 03:30,0,0,0,9.219
2019-04-30 00:00,2019-04-30 04:30,0,0,0,8.869
2019-04-30 01:00,2019-04-30 05:30,0,0,0,8.578
2019-04-30 02:00,2019-04-30 06:30,0.326,0,0.043,8.986
2019-04-30 03:00,2019-04-30 07:30,1.224,0.012,0.113,10.678
2019-04-30 04:00,2019-04-30 08:30,2.471,0.042,0.196,12.142
2019-04-30 05:00,2019-04-30 09:30,4.809,0.201,0.261,14.080
2019-04-30 06:00,2019-04-30 10:30,6.838,0.436,0.243,15.788
2019-04-30 07:00,2019-04-30 11:30,8.128,0.609,0.223,17.078
2019-04-30 08:00,2019-04-30 12:30,8.002,0.566,0.254,17.676
2019-04-30 09:00,2019-04-30 13:30,7.239,0.442,0.289,17.738
2019-04-30 10:00,2019-04-30 14:30,6.197,0.320,0.294,17.544
2019-04-30 11:00,2019-04-30 15:30,4.965,0.217,0.268,17.179
2019-04-30 12:00,2019-04-30 16:30,3.533,0.127,0.215,16.640
2019-04-30 13:00,2019-04-30 17:30,2.145,0.068,0.144,15.938
2019-04-30 14:00,2019-04-30 18:30,0.595,0.003,0.067,13.998
2019-04-30 15:00,2019-04-30 19:30,0,0,0.003,10.827
2019-04-30 16:00,2019-04-30 20:30,0,0,0,9.713
2019-04-30 17:00,2019-04-30 21:30,0,0,0,8.733
